YHR140W	GO:0005783,GO:0003674,GO:0005737,GO:0008150,GO:0012505
YPL088W	GO:0005829
YPL264C	GO:0005783,GO:0016020
YMR001C	GO:0044732,GO:1904749,GO:0005935,GO:0010696,GO:0004672,GO:1903353,GO:0070194,GO:1904750,GO:0090306,GO:0019237,GO:0051219,GO:1902542,GO:0110083,GO:0010458,GO:0000712,GO:0000922,GO:0004674,GO:0005634,GO:0035025,GO:0000086,GO:0051301,GO:0005524,GO:0106310
YDL155W	GO:0005811,GO:0005634,GO:1901673,GO:0001932,GO:0007135,GO:0005737,GO:0016538,GO:0010696,GO:0000086,GO:0044772,GO:0051301,GO:0000307
YPR174C	GO:1902365,GO:0005634,GO:0005737,GO:0005816,GO:0005856,GO:0016020,GO:0031965
YPR185W	GO:0006914,GO:0070016,GO:0005737,GO:0000407,GO:0019887,GO:0000423,GO:0005829,GO:1990316
YEL013W	GO:0051656,GO:0034497,GO:0006914,GO:0043495,GO:0031503,GO:0031965,GO:0042144,GO:0034727,GO:0071561,GO:0071563,GO:0000329,GO:0034517,GO:0000425,GO:0016020,GO:0000011,GO:0016236,GO:1903044,GO:0045121,GO:0000045,GO:0071562,GO:0000407,GO:0071255,GO:0005829
YLR180W	GO:0062030,GO:0004478,GO:0005524,GO:0006556,GO:0016740,GO:0006730,GO:0010494,GO:0006555,GO:0005737,GO:0046872,GO:0005829
YNL135C	GO:0006366,GO:0001228,GO:0044183,GO:1903644,GO:0005515,GO:0005737,GO:0070651,GO:0045944,GO:0005739,GO:0003755
YHR054C-B	GO:0008150,GO:0005575,GO:0003674
YKL104W-A	GO:0008150,GO:0003674,GO:0005575
YDR285W	GO:0098530,GO:0032184,GO:0045128,GO:0007129,GO:0000802,GO:1990166,GO:0000724,GO:0033235,GO:0000775,GO:0000795,GO:0007131,GO:0005634,GO:0005694,GO:0051321,GO:0016460,GO:0051015
YMR272C	GO:0016020,GO:0000170,GO:0000038,GO:0005506,GO:0020037,GO:0102771,GO:0008610,GO:0120521,GO:0080132,GO:0006673,GO:0005783,GO:0005789,GO:0006631
YHL030W	GO:0042030,GO:0000502,GO:0043248,GO:0005634,GO:0005737,GO:0060090,GO:0036503
YPL127C	GO:2000779,GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0005634,GO:0031492,GO:0045910,GO:0030261
YKL212W	GO:0061909,GO:0034593,GO:0046856,GO:0000139,GO:0005789,GO:0004438,GO:0072517,GO:0005739,GO:0043812,GO:0032541,GO:0017059,GO:0005783,GO:0005741,GO:0052629,GO:0005797,GO:0005794,GO:0016020,GO:0016787,GO:0016791
YJR048W	GO:1901612,GO:0046872,GO:0005758,GO:0005739,GO:0006123,GO:0009055,GO:0006122
YHR097C	GO:0030479,GO:0003674,GO:0034399,GO:0008150,GO:0005634,GO:0005737
YGR023W	GO:0016020,GO:0005773,GO:0034599,GO:0042149,GO:0003674,GO:0005886,GO:0031505
YDR348C	GO:0030479,GO:0005886,GO:0005935,GO:0005737,GO:0005938,GO:0005934,GO:0043332,GO:0008150,GO:0003674
YJL081C	GO:0005524,GO:0005634,GO:0043232,GO:0006357,GO:0000812,GO:0006325,GO:0006281,GO:0051382,GO:0031011,GO:0000785,GO:0035267,GO:0042393,GO:0003682,GO:0006338,GO:0006355,GO:0016514
YPR049C	GO:0060090,GO:0034517,GO:0006914,GO:0005773,GO:0005774,GO:0016020,GO:0034045,GO:0000422,GO:0061709,GO:1990316,GO:0000045
YDR157W	GO:0003674,GO:0008150
YEL009C-A	GO:0003674,GO:0008150
YJR043C	GO:0042276,GO:0003887,GO:0016035,GO:0006272,GO:0000510,GO:0006284,GO:0006277,GO:0043137,GO:0005634,GO:0043625,GO:0006278,GO:0006289,GO:0008310,GO:0006273,GO:0000727,GO:0006260
YFL041W	GO:0045121,GO:0000329,GO:0006826,GO:0006811,GO:0004322,GO:0005783,GO:0033215
YDR105C	GO:0045121,GO:0000329,GO:0008150,GO:0003674,GO:0016020
YOR316C	GO:0000329,GO:0045121,GO:0016020,GO:0005773,GO:0005774,GO:0030003,GO:0098771,GO:0006882,GO:0071577
YBR207W	GO:0045121,GO:0000329,GO:0006826,GO:0006897,GO:0005783,GO:0034755,GO:0005381,GO:0016020,GO:0005773,GO:0005774,GO:0005886,GO:0015093,GO:0033573
YDR284C	GO:0000329,GO:0045121,GO:0000810,GO:0008195,GO:0006644,GO:0006629,GO:0052642,GO:0005773,GO:0005774,GO:0016020
YGR163W	GO:0045121,GO:0000329,GO:0034599,GO:0016787,GO:0005773,GO:0005774,GO:0016020,GO:0005525,GO:1903778,GO:0071230,GO:1904263,GO:0006995,GO:0010507,GO:0005634,GO:0016237,GO:0005737,GO:0071986,GO:0003924,GO:1990131,GO:0045944,GO:0031902,GO:0000785,GO:0009267
YEL051W	GO:0000329,GO:0045121,GO:0046961,GO:0007035,GO:0016471,GO:0016020,GO:0005773,GO:0005774,GO:1902600
YLR236C	GO:0003674,GO:0008150
YDR229W	GO:0000329,GO:0045121,GO:0042144,GO:0005543,GO:0005774,GO:0016020,GO:0005773
YBR127C	GO:0000329,GO:0045121,GO:0010494,GO:1902906,GO:0007035,GO:1990816,GO:0006874,GO:0000221,GO:0055085,GO:0005737,GO:0046961,GO:0000425,GO:0005773,GO:0005774,GO:0016020,GO:0005524,GO:0046034,GO:0033180,GO:1902600
YLL048C	GO:0000329,GO:0045121,GO:0140359,GO:0016020,GO:0005773,GO:0005774,GO:0005783,GO:0033285,GO:0000324,GO:0015718,GO:0005524,GO:0016887
YDR135C	GO:0000329,GO:0045121,GO:0140359,GO:0045454,GO:0010038,GO:0015127,GO:0015431,GO:0055085,GO:0042144,GO:0006749,GO:0015723,GO:0016887,GO:0008551,GO:0000324
YMR243C	GO:0000329,GO:0045121,GO:0016020,GO:0005773,GO:0005774,GO:0006829,GO:0046686,GO:0008270,GO:0000324,GO:0006882,GO:0005385,GO:0098771,GO:0030003,GO:0071577
YOR332W	GO:0000329,GO:0045121,GO:0016020,GO:0005773,GO:0005774,GO:1902600
YOR270C	GO:0045121,GO:0000329,GO:1903778,GO:0005773,GO:0016020,GO:1902600,GO:0046961,GO:0007035,GO:0016471
YLR435W	GO:0043022,GO:0000463,GO:0005634,GO:0005737,GO:0000462,GO:0006364
YGR033C	GO:0005739,GO:0015031,GO:0005743,GO:0030150,GO:0005744,GO:0003674
YGL189C	GO:0003735,GO:0030686,GO:0000463,GO:1990904,GO:0006412,GO:0022627,GO:0000054,GO:0002181,GO:0042255,GO:0008270,GO:0003729
YER131W	GO:0000463,GO:0003735,GO:0030686,GO:1990904,GO:0008270,GO:0002181,GO:0022627,GO:0000054,GO:0042255,GO:0003729
YHR052C-B	GO:0003674,GO:0005575,GO:0008150
YMR008C-A	GO:0005575,GO:0003674,GO:0008150
YNL218W	GO:0051880,GO:1905493,GO:0051276,GO:0006271,GO:0016887,GO:0008047,GO:0017116,GO:0000731,GO:0005634
YCL016C	GO:0034398,GO:0035753,GO:0003674,GO:0007064,GO:0031390,GO:0034088,GO:0000775,GO:0000785
YMR078C	GO:0034398,GO:0005739,GO:0003689,GO:0007064,GO:0000724,GO:0006270,GO:0043596,GO:0035753,GO:0031390,GO:0005524,GO:0016887,GO:0005634,GO:0006260,GO:0003677
YHR191C	GO:0034398,GO:0007064,GO:0003674,GO:0031390,GO:0035753
YMR190C	GO:0000722,GO:0003678,GO:0005730,GO:0044806,GO:0043138,GO:0003676,GO:0005524,GO:0016787,GO:0005634,GO:0031860,GO:0000706,GO:0044818,GO:0031422,GO:0000729,GO:0045132,GO:0006265,GO:0010947,GO:0000724,GO:0051276,GO:0000723,GO:0008270,GO:0006268,GO:0031573,GO:0010520,GO:0032508,GO:0007534,GO:0000070,GO:0016887,GO:0006260,GO:0005737
YLR234W	GO:0000722,GO:0003916,GO:0003677,GO:0003917,GO:0031422,GO:0000018,GO:0007004,GO:0007064,GO:0006265,GO:0007131,GO:0005634,GO:0006310
YMR039C	GO:0051880,GO:0005634,GO:0003677,GO:0003713,GO:0060261,GO:0006357,GO:0045945,GO:0032968,GO:0006369,GO:0006303,GO:0033554,GO:0075297,GO:0071444,GO:0045944,GO:0006972,GO:0003682,GO:0070898,GO:0005667
YOR246C	GO:0034389,GO:0005811,GO:0016491,GO:0016020,GO:0005773
YBR200W	GO:0061191,GO:0032266,GO:0060090,GO:0005739,GO:0000753,GO:0045185,GO:0005938,GO:0030427,GO:0043332,GO:0000131,GO:0005934,GO:0005737,GO:0005935,GO:0035091,GO:0005856,GO:0000747,GO:0030674
YNL265C	GO:0042030,GO:0032511,GO:0099638,GO:0005768,GO:0015031,GO:0005737,GO:0008104
YFR034C	GO:0003700,GO:0000122,GO:0003677,GO:0005737,GO:0005634,GO:0043565,GO:0016036,GO:0045944,GO:0045937,GO:0006338
YHR164C	GO:0044806,GO:0061849,GO:0032448,GO:0000400,GO:0043539,GO:0033314,GO:0006261,GO:0000014,GO:0003678,GO:0006273,GO:0017108,GO:0005634,GO:0000729,GO:0000723,GO:0000706,GO:0000781,GO:0006281,GO:0005737,GO:0006259,GO:0032508,GO:0016887,GO:0017116,GO:0071932,GO:0003723
YLR379W-A	GO:0003674,GO:0005575,GO:0008150
YSC0042	GO:0007155,GO:0003674,GO:0009277
YDR409W	GO:0003690,GO:0019789,GO:1990683,GO:0008270,GO:0000785,GO:0031397,GO:0016925,GO:0007059,GO:0005940,GO:0046872,GO:0005634,GO:0005737,GO:0005935,GO:0061665
YOR145C	GO:0042255,GO:0000056,GO:0042134,GO:0042254,GO:0005730,GO:0005737,GO:0005634
YLR437C	GO:0005737,GO:0006606,GO:0003674,GO:0005634,GO:1990846,GO:0008104
YLR304C	GO:0003729,GO:0005737,GO:0005739,GO:0006099,GO:0016829,GO:0005829,GO:0003690,GO:0003994,GO:0000002,GO:0005759,GO:0042645,GO:0003697,GO:0051539
YGR192C	GO:0003729,GO:0005829,GO:0020037,GO:0015886,GO:0004365,GO:0005737,GO:0005739,GO:0030312,GO:0005811,GO:0009277,GO:0003723,GO:0006094,GO:0006915,GO:0005886,GO:0072593,GO:0005634,GO:0006096,GO:1904408,GO:0016620
YLR394W	GO:0003682,GO:0007129,GO:0000775,GO:0007131,GO:0005634,GO:0019789,GO:0007130,GO:0000724,GO:0035861,GO:0000228,GO:0008270,GO:0016925,GO:0000794,GO:0000795,GO:0005694
YPR026W	GO:0004555,GO:0015771,GO:0005975,GO:0016020,GO:0042597,GO:0016798,GO:0005775,GO:0005773,GO:0005993
YGL127C	GO:0003713,GO:0006311,GO:0070847,GO:0006281,GO:0006366,GO:0006310,GO:0005634,GO:0016592
YOL135C	GO:0003713,GO:0005634,GO:0016592,GO:0006357,GO:0070847
YLR343W	GO:0042124,GO:0070880,GO:0098552,GO:0042123,GO:0030476,GO:0000324,GO:0005737,GO:0071852,GO:0005886,GO:0071970,GO:0031505,GO:0009277
YMR316C-A	GO:0003674,GO:0008150
YJL145W	GO:0020037,GO:0046872,GO:0017157,GO:0071944,GO:2000114,GO:0046488,GO:0008526,GO:0000329,GO:0005737,GO:0005886,GO:0005634,GO:0005829,GO:0015914,GO:0043001,GO:0032541,GO:0006869
YPL143W	GO:0000027,GO:0006364,GO:0003735,GO:0005737,GO:0005840,GO:1990904,GO:0042273,GO:0002181,GO:0022625
YBR156C	GO:0032185,GO:0030295,GO:0005828,GO:0007059,GO:0032465,GO:0032133,GO:0051233,GO:0005876,GO:0000775,GO:0000776,GO:0005634,GO:0005694,GO:0005819,GO:0005856,GO:0043232,GO:0005737
YLR283W	GO:0003674,GO:2000214,GO:0005743,GO:0005783,GO:0005739,GO:0016020,GO:0031966
YFL046W	GO:0003674,GO:0005743,GO:2000214,GO:0005739,GO:0033617
YIR011C	GO:0071630,GO:0070628,GO:0007059,GO:0005634,GO:0031144,GO:0005737,GO:0015031,GO:0031965
YER180C	GO:0051019,GO:0004860,GO:0005575,GO:0030437,GO:0030435,GO:0051321
YMR063W	GO:0000328,GO:0005886,GO:0030437,GO:0003674,GO:0032153
YOL019W	GO:0000328,GO:0005886,GO:0005773,GO:0005774,GO:0035838
YFR012W	GO:0005635,GO:0008150,GO:0003674,GO:0005886,GO:0016020,GO:0035838,GO:0032153
YHR154W	GO:2000001,GO:0003682,GO:1903775,GO:0035361,GO:0005634,GO:0010526,GO:0006302,GO:1990683,GO:0071944
YER175C	GO:0034198,GO:0005829,GO:0046547,GO:0005737,GO:0008168,GO:0032259
YFR031C-A	GO:1990145,GO:0003735,GO:0042273,GO:0005840,GO:0005737,GO:0022626,GO:0002181,GO:0022625,GO:1990904,GO:0003723
YDL102W	GO:0006303,GO:0003887,GO:0071897,GO:0043231,GO:0005634,GO:0046872,GO:0003677,GO:0006260,GO:0043625,GO:0008270,GO:0043137,GO:0008296,GO:0045005,GO:0006278,GO:0045004,GO:0005657,GO:0006297,GO:0006261
YBR056W-A	GO:0003674,GO:0008150,GO:0005737
YDR412W	GO:1990275,GO:0005730,GO:0034399,GO:0004534,GO:0000477,GO:0005737,GO:0006364,GO:0005634
YFR028C	GO:0004721,GO:0016479,GO:0140013,GO:0004722,GO:0010508,GO:0005730,GO:0071958,GO:0005935,GO:0044732,GO:0070550,GO:0030869,GO:0005737,GO:0005634,GO:0007096,GO:1903501,GO:0005816,GO:0000422,GO:0051229,GO:0071470,GO:0032467,GO:2000786,GO:0000278,GO:0007059,GO:0051301,GO:0051321,GO:0043232
YLR274W	GO:0006368,GO:0003682,GO:0006279,GO:0003688,GO:0000727,GO:0006267,GO:0006268,GO:0005656,GO:0031298,GO:0042555,GO:0071162,GO:0005634,GO:0005737,GO:0003677,GO:0005524,GO:0016787,GO:0006260,GO:0004386,GO:0030174,GO:0008270,GO:0031261,GO:0031509,GO:0033260,GO:0003697,GO:0006270,GO:0000781,GO:0017116,GO:0031507,GO:0032508,GO:0016887
YLR022C	GO:0070181,GO:1990932,GO:0042134,GO:0070180,GO:0005737,GO:0042256,GO:0005634,GO:0005085,GO:0042254
YPR061C	GO:0005743,GO:0005739,GO:0016020,GO:0031966
YHR196W	GO:0000049,GO:0071528,GO:1990904,GO:0005730,GO:0034455,GO:0034511,GO:0032040,GO:0005634,GO:0033553,GO:0030686,GO:0000462,GO:0045943
YAL044C	GO:0031405,GO:0005960,GO:0006546,GO:0005739,GO:0006730,GO:0009249,GO:0044281,GO:0019464
YER030W	GO:0042393,GO:0006338,GO:0005634
YDR072C	GO:0016772,GO:0010507,GO:0016020,GO:0030148,GO:0006676,GO:0070916
YGR143W	GO:0015926,GO:0010507,GO:0030148,GO:0016020,GO:0006078,GO:0031505,GO:0005975,GO:0005789
YPL262W	GO:0004333,GO:0005634,GO:0016829,GO:0006281,GO:0006099,GO:0005737,GO:0005739,GO:0005759,GO:0006108,GO:0006106
YSC0047	GO:0005575,GO:0009102,GO:0042410
YSC0043	GO:0008710,GO:0009102,GO:0005575
YSC0049	GO:0042410,GO:0005575,GO:0009102
YDR019C	GO:0005960,GO:0004047,GO:0006544,GO:0005739,GO:0006730,GO:0004375,GO:0005737
YJR123W	GO:0003735,GO:0030490,GO:0003723,GO:0006412,GO:0015935,GO:0005840,GO:0005737,GO:0006450,GO:0000054,GO:0022627,GO:0030686,GO:1990904,GO:0003729
YOR005C	GO:0003910,GO:0043007,GO:0071897,GO:0046872,GO:0005634,GO:0032807
YDR226W	GO:0036388,GO:0003688,GO:0004017,GO:0005524,GO:0016301,GO:0005737,GO:0005739,GO:0005829,GO:0005758,GO:0009117,GO:0006270,GO:0006172,GO:0046034
YPL188W	GO:0042736,GO:0005759,GO:0016226,GO:0016773,GO:0005524,GO:0016301,GO:0005739
YOR324C	GO:0031204,GO:0005783,GO:0005789,GO:0016020
YAL028W	GO:0031204,GO:0005783,GO:0071469,GO:0003674,GO:0071472
YOL144W	GO:0042273,GO:0008428,GO:0003723,GO:0042254,GO:0005730,GO:0005634
YSC0048	GO:0008710,GO:0005575,GO:0009102
YSC0050	GO:0005575,GO:0035725,GO:0015662
YNL059C	GO:0005634,GO:0006338,GO:0030234,GO:0043232,GO:0006355,GO:0005737,GO:0031011
YBR233W	GO:1990904,GO:0005634,GO:0003729,GO:0000723,GO:0005737,GO:0003723
YBL090W	GO:1990904,GO:0005739,GO:0032543,GO:0005763,GO:0003735,GO:0070124,GO:0005840
YMR160W	GO:0006665,GO:0098853,GO:0005778,GO:1990816,GO:0003674
YHR114W	GO:0030036,GO:0045010,GO:0030479,GO:0006897,GO:0007015,GO:0008047,GO:0043332,GO:0005543,GO:0009651,GO:0005737,GO:0005886,GO:0005935
YGR195W	GO:0005730,GO:0000467,GO:0071038,GO:0000177,GO:0000176,GO:0034475,GO:0034473,GO:0070478,GO:0034476,GO:0071051,GO:0071028,GO:0071039,GO:0000956,GO:0016075,GO:0003674,GO:0003723
YML072C	GO:0035621,GO:0120010,GO:0005543,GO:0055091,GO:0005886,GO:0006869,GO:0008289,GO:0090158,GO:0032541,GO:0060304,GO:0005739,GO:0005933,GO:0005783,GO:0005789
YOR086C	GO:0035621,GO:0055091,GO:0008289,GO:0061817,GO:0006869,GO:0005544,GO:0046872,GO:0005783,GO:0005789,GO:0005886,GO:0090158
YNL087W	GO:0035621,GO:0055091,GO:0006869,GO:0005783,GO:0005789,GO:0005886,GO:0008289
