gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YAL002W,512.9082152208059,-1.0115557925040277,0.12214008736399985,-8.281931136084797,1.2119367313237172e-16,4.727023602769737e-16
YAL010C,590.8565531283314,1.1402630187148997,0.11166043508920917,10.211880491097014,1.7543139407004724e-24,9.353238781983951e-24
YAL012W,27720.010484964678,-1.8348258076445187,0.0454152789283568,-40.40106877993595,0,0
YAL018C,41.31973100389428,2.325668985304677,0.44465457168144984,5.230282411153942,1.69251281320969e-7,3.9835488929174204e-7
YAL022C,846.6380455813246,-1.535965806465732,0.10306015762026761,-14.903584876370031,3.1236053049999674e-50,3.507512102262533e-49
YAL025C,3008.8792292149383,1.1999336542261045,0.06265681925605553,19.150886822428923,9.515251592179533e-82,1.9717170825031815e-80
YAL034W-A,246.93114714045544,-1.1966648912993738,0.1699237524180796,-7.042363850082036,1.890054879793796e-12,6.017439770410027e-12
YAL035W,30976.120392413883,1.2115412485204549,0.04445905520148505,27.25071963472553,1.6295378671771864e-163,8.398387469297807e-162
YAL037C-A,11.549517076208016,-1.8836205257164458,0.7959908469825007,-2.366384654870103,0.017962770602519863,0.026296554195968627
YAL053W,4799.468783429026,-1.0725524159970574,0.06055929976990245,-17.71077968325698,3.462428282080826e-70,5.965269297413537e-69
YAL059W,508.5854189439686,1.719009286007,0.1269130789632929,13.544776472598144,8.507246561010667e-42,7.892107194291435e-41
YAL060W,3701.297821013576,-1.1132657190903217,0.05859430828141751,-18.999553911337504,1.7200010242613047e-80,3.492123291682043e-79
YAL062W,998.3565797966121,-2.2261950372972454,0.10206593943826829,-21.81134127162663,1.8108896116685758e-105,5.24983863382765e-104
YAL067C,5223.455448678896,-8.358245094088671,0.20176805791921237,-41.42501632956838,0,0
YAR002W,1561.7741798489708,1.248423065921963,0.07910243777720577,15.782358938648409,4.115165360902016e-56,5.406197630988923e-55
YAR003W,634.2581133743525,-1.469390388611892,0.11188523079475568,-13.133014770353101,2.130045515684434e-39,1.866885822612956e-38
YAR035W,434.34065740358426,-2.044149174119013,0.14026868087013458,-14.573097582713809,4.1656605975386646e-48,4.461622274095586e-47
YAR042W,3356.651532265197,1.0404664090433386,0.06508005016327863,15.987486279327134,1.5620812301758674e-57,2.093188848435662e-56
YBL002W,3164.011868612012,1.1717397054729999,0.06117769227244434,19.15305500990228,9.12719371789405e-82,1.8978268316862454e-80
YBL007C,5119.432744601332,-1.1843875681238347,0.05447621454963769,-21.741370576412635,8.33717748128955e-105,2.371376425102641e-103
YBL013W,126.15981764866736,-1.409740646753198,0.2397085204240828,-5.881061900758224,4.076426672993362e-9,1.0682682676292905e-8
YBL039C,2481.395178180932,1.0380271774642529,0.06836220989624438,15.184225013201031,4.498484655098711e-52,5.318796562793182e-51
YBL043W,498.74247543567367,-1.6685212491045076,0.127914705978808,-13.044014261979669,6.874030031420512e-39,5.955517397911736e-38
YBL044W,36.63963986036379,-5.020530832342053,0.8059991830070853,-6.228952756020249,4.695633510392445e-10,1.3102577541724408e-9
YBL049W,220.92700703008802,-1.4166909913403045,0.17958079818252382,-7.888877907204736,3.049156452442209e-15,1.1150038452532759e-14
YBL051C,3987.485806261515,1.0025963688440864,0.05766379944139374,17.38692868934294,1.0364128412679842e-67,1.6845200627617102e-66
YBL054W,1809.116326155573,1.0774295016015045,0.07609379062474417,14.159230244092297,1.637782741599269e-45,1.6767113636406777e-44
YBL059C-A,267.25356129853395,1.2204050814560865,0.16888636940282845,7.2261905195271945,4.967307623260056e-13,1.62346151589475e-12
YBL071C-B,15.968594462607063,-3.4168012200613687,0.8403627180967324,-4.065864830129302,4.785466770477423e-5,9.281558258597253e-5
YBL075C,2123.8660298100845,1.7426576014778636,0.07073964092139481,24.634809829106814,5.354203313928009e-134,2.0829578053539288e-132
YBL084C,548.6801667369796,1.3282060349171498,0.11755006778125689,11.299066516820243,1.3262019202482333e-29,8.562095909097267e-29
YBL086C,1005.432133895145,1.5099426052985465,0.09357478889437461,16.136211720476766,1.4199325781144775e-58,1.9459530559159772e-57
YBL089W,271.6172770814601,-1.0173127431123479,0.1662558151245936,-6.118960364483881,9.418782606645922e-10,2.5757487128378645e-9
YBL090W,623.9932243348081,1.0200617036953659,0.1089821100052718,9.359900479500922,7.981183236219972e-21,3.748172501121996e-20
YBL098W,461.60268457161646,-2.2507482536162713,0.1373821831735086,-16.383116075347704,2.524707335300793e-60,3.5570058952952763e-59
YBL113C,1772.2572652710378,-1.7533063927013024,0.0804187477022943,-21.802209594110373,2.2108292575437868e-105,6.378612642578485e-104
YBR005W,2663.760266388513,1.5158331234005968,0.06766726370818148,22.401277077461035,3.824568779322927e-111,1.1647550373392548e-109
YBR010W,8512.6673170013,1.1220259273817355,0.06246775003095416,17.961683057669703,3.888367867709802e-72,6.957524700976292e-71
YBR018C,89.64326040152322,2.711382124236891,0.3094696248032702,8.761383693021621,1.9286809862897573e-18,8.190103061498055e-18
YBR019C,24.172327753464934,1.4748813563307168,0.5236824949216298,2.8163655853179437,0.004857036237675585,0.00764023678132046
YBR025C,8412.82884124232,1.666254600210048,0.05186001178857792,32.129853865113034,1.6886560776951767e-226,1.144111926797968e-224
YBR032W,54.20172712835885,-3.8298542425446147,0.49997551026748904,-7.660083671889502,1.8581198588812195e-14,6.567680392176878e-14
YBR033W,302.6458675466787,-1.2263344419884692,0.15608250077885816,-7.856963053955501,3.935588750655281e-15,1.433067642901651e-14
YBR043C,958.542424211392,-1.7597855265509486,0.10077209074542286,-17.46302486664324,2.740218748189836e-68,4.526991520982112e-67
YBR046C,737.1354279479509,-1.0679092645835897,0.10297733682541553,-10.3703329053274,3.3834397754848244e-25,1.870040499190971e-24
YBR050C,185.6128023122263,-1.5233749768159848,0.19797591073954304,-7.694749179965313,1.4177200253227812e-14,5.0435703555730806e-14
YBR054W,250.7242470845654,2.4111070937215695,0.1843628531848896,13.078052612385932,4.3955739266523644e-39,3.8137137809660077e-38
YBR061C,471.38342276197915,1.117951988904847,0.12472526487320203,8.963316213770941,3.150574653645757e-19,1.382675775944972e-18
YBR062C,735.5418364678063,1.131756936329613,0.10310576366806763,10.976660237667428,4.948828813669631e-28,3.0543948563385744e-27
YBR063C,415.6128856637087,1.1318021661789113,0.13030736014703972,8.68563498563533,3.766324968387469e-18,1.5793421112222836e-17
YBR065C,577.3910357803334,1.0100057651151353,0.11612990396924504,8.697206581541801,3.4015385552063674e-18,1.427367953228559e-17
YBR066C,170.58981471023165,1.1837518164322354,0.19824789039445043,5.971068918196026,2.3570414150119765e-9,6.286138758302617e-9
YBR067C,4603.156349271552,2.9026273225645833,0.06737443154328548,43.08203061720464,0,0
YBR071W,5190.449064416219,1.3851480571442072,0.05470967180098048,25.318156946417346,2.01595972288681e-141,8.62144477234572e-140
YBR072W,401.1279864408022,1.4856236454208738,0.1369179689444157,10.850465113340888,1.9841309908171114e-27,1.1928524301722016e-26
YBR083W,1047.3678836529841,1.0687518882119702,0.08902067903873728,12.005658682370909,3.318115269642814e-33,2.39906895395038e-32
YBR085W,211.00169114788451,1.9618538833661785,0.18910356472941964,10.374494453202471,3.2392230497464698e-25,1.7936193746530038e-24
YBR090C,35.920406732886526,-1.1910122827462728,0.43389618312051287,-2.7449245443476835,0.006052481217845911,0.009399037276232512
YBR092C,943.186703979555,2.0320081904886225,0.09719448441953298,20.906620397486815,4.6610168692735387e-97,1.2011081932358735e-95
YBR097W,484.32079790465957,1.024232635191069,0.12658378688092936,8.09134139867778,5.901119646855279e-16,2.2212079569623803e-15
YBR101C,5328.727321646874,2.1069459006484643,0.056049033961127474,37.591118914016,0,0
YBR107C,403.84323696287044,-1.750769414603851,0.1401666787625423,-12.490624947815494,8.399127511972591e-36,6.560458406372374e-35
YBR117C,1116.7275738586434,-2.776017646254767,0.10699630165167638,-25.944986914519895,2.0712885718829543e-148,9.607592375734012e-147
YBR119W,326.5080569450995,-1.424496978829779,0.1514676165631866,-9.404630581451926,5.2213296536118444e-21,2.4693817891199547e-20
YBR126W-A,2668.7401929884813,-1.3988257808179916,0.07243272597461368,-19.312068709222043,4.251954192409837e-83,8.933548355481295e-82
YBR133C,684.2307681957573,-1.8843375872516814,0.11214570454588256,-16.80258370021418,2.336411426263035e-63,3.4446359169599273e-62
YBR141C,344.7983207553919,1.3654420496364414,0.1430153432524801,9.547521395839901,1.3283626055363893e-21,6.413151730491936e-21
YBR142W,1559.651614460517,1.0167945690389706,0.08047548176163084,12.634836682938115,1.3567555757255996e-36,1.0937481446023215e-35
YBR147W,252.62598552406368,-1.6755538277554838,0.17459477983441687,-9.596815147305977,8.245281404321105e-22,4.032363898463606e-21
YBR148W,166.1360322091123,-2.097360225924503,0.21917102211034,-9.56951428035319,1.0740908954955611e-21,5.218991216630325e-21
YBR158W,1169.1681074265823,1.273698737055174,0.08509385587718489,14.96816337590214,1.1855013196119083e-50,1.346247261254201e-49
YBR161W,449.3362403057421,-1.4452314908285278,0.1313260010179114,-11.004915093937981,3.618566466638807e-28,2.249479978745568e-27
YBR163W,384.04094838703827,-1.460882887894492,0.1395471054815961,-10.468743746799948,1.202279001153019e-25,6.775460165376359e-25
YBR173C,2735.0757679258118,1.1371130786339227,0.06568227095979397,17.312328913383382,3.797396395557598e-67,6.08997347479051e-66
YBR182C,1476.2304374053444,-1.888574645000321,0.08619103677818248,-21.911497014018696,2.018378014928493e-106,5.8796229130525664e-105
YBR182C-A,23.07216255194355,-1.4148374588055812,0.5517090995281612,-2.5644627939172913,0.01033356575978103,0.015577850382869901
YBR187W,851.1339954117238,-1.5097317944088715,0.10155743686154851,-14.865792610215859,5.496055123329834e-50,6.137261554384981e-49
YBR196C-B,23.50199366668198,-1.7263566285860512,0.5765072246181316,-2.994509964258574,0.0027488607715513676,0.004459410936899313
YBR197C,382.8722184677855,-1.1796289940957947,0.14517643510589795,-8.125485332625246,4.455758730658295e-16,1.6866431353339309e-15
YBR201C-A,146.31114343121394,1.2310631986253175,0.21465027818678328,5.735204300802616,9.73948741802206e-9,2.4895764786211542e-8
YBR208C,4292.398246672032,-1.5494727807267736,0.07027761290630409,-22.047885758336303,1.0009174218385473e-107,2.929869928974e-106
YBR213W,1685.1350319451371,-2.8329568593727705,0.0915861707584861,-30.93214658841141,4.416702914086267e-210,2.803444060204231e-208
YBR220C,493.5242708558284,-1.1648354693625957,0.12623657424957524,-9.227400824896158,2.772783827857557e-20,1.2753536599527893e-19
YBR235W,997.6119732628857,-1.8560708347362695,0.09764148538460331,-19.009039317922397,1.435574350608953e-80,2.9244977480310766e-79
YBR236C,1130.6823561481622,1.032610034794439,0.08972261877287771,11.508915465434308,1.1896505157244586e-30,7.952985155009408e-30
YBR241C,1223.2975838511134,-1.1215139990047422,0.08487184084597707,-13.214206123324614,7.264874698043673e-40,6.432774512364663e-39
YBR242W,844.4935003146553,1.0511682705477512,0.09552013332478645,11.004677589525352,3.6281136979346653e-28,2.2530922346597355e-27
YBR250W,32.660945595045774,-1.2104938454361478,0.44952372064657564,-2.6928364173864403,0.007084701999212032,0.010906498099374152
