gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YAL010C,578.1504638108495,-1.0982608213434126,0.05499995819825004,-19.96839374649482,1.0373603121135678e-88,5.33017656305508e-87
YAL018C,40.31186160442093,-2.2138921579569315,0.21269848782567197,-10.408593782629245,2.2654320762364937e-25,1.6105208910927605e-24
YAL022C,928.6509455698312,1.7951786185901073,0.1036260900799269,17.32361625538013,3.121127450367683e-67,9.090103910748275e-66
YAL034W-A,197.55156796940383,1.0518980930000215,0.09174418627666309,11.465555864520127,1.9649385493319496e-30,1.7247793933024893e-29
YAL037C-A,10.71227361851185,1.9255388382351617,0.3668874088418652,5.248309949674784,1.5350088357382866e-7,3.8588925385306166e-7
YAL062W,716.9713636953165,1.413802986144149,0.1896939451000188,7.453073873278884,9.119018780826017e-14,3.490744923974587e-13
YAL064W,7.683955287881067,-1.4867527165949774,0.42720828166547475,-3.480158930437539,5.011164194457201e-4,8.871304680383617e-4
YAL065C,30.346704932874,-1.511398738034184,0.3242210336291029,-4.661630743436496,3.1371367580831894e-6,7.028253920980418e-6
YAL067C,1807.8984274503093,5.1254029254095625,0.6589564827185644,7.778059795791682,7.364526087119095e-15,3.016448792650206e-14
YAL067W-A,2.0795402039929374,-2.0757722219022283,0.86658678203616,-2.3953425841840414,0.01660484257539615,0.0244336682366714
YAL068C,7.644192598851333,-1.0950380185943038,0.4000075288799052,-2.737543519894768,0.006189992937597823,0.009623802057962668
YAR003W,517.5002815398143,1.1005011044069422,0.11746407559634273,9.368831268793524,7.334009782186465e-21,4.2680425251766534e-20
YAR007C,2349.2471938804697,-1.0486953548253355,0.12172589347980506,-8.61522002300455,6.980740763519031e-18,3.4226750679162355e-17
YAR035W,362.320119299596,1.6409894827147016,0.16044848244981538,10.227516381951233,1.4929914395134898e-24,1.0278546729548208e-23
YAR068W,24.76600437472101,-1.225963640917933,0.3245166511990973,-3.777814285917121,1.582107842585173e-4,2.966158874262324e-4
YBL013W,129.5051401890842,1.0454242322032705,0.11667115025849882,8.960434776609373,3.2340069800684726e-19,1.7089401433137748e-18
YBL022C,4898.837565518184,-1.067632736250494,0.051212524866150556,-20.847102130599243,1.619376391366413e-96,9.936367760617215e-95
YBL027W,7796.022919636405,1.1276241564503333,0.18584517013628613,6.067546203236872,1.2987926109846688e-9,3.83568658945005e-9
YBL043W,548.3793240984687,1.6076400165586104,0.0796065002245595,20.19483348751256,1.0869257261938705e-90,5.821500499614629e-89
YBL044W,34.04348765827827,4.573439954624044,0.4283652844703778,10.676495319359395,1.3112907597017872e-26,9.842467459994412e-26
YBL049W,185.0833869172163,1.0754789557465567,0.12050767545227042,8.924568096681298,4.474416775589804e-19,2.337050745597319e-18
YBL071C,61.59427283875793,1.0327313477851026,0.1942767734435776,5.315773622753887,1.0620512182999939e-7,2.715276577530729e-7
YBL071C-B,13.645883083083039,3.8898088419606895,0.5068773015761089,7.6740639793210885,1.6663090184519776e-14,6.6863955534073e-14
YBL075C,2048.8808276914447,-2.131193323813658,0.10402160578995896,-20.487987160253763,2.75552043874064e-93,1.5689089344901664e-91
YBL078C,938.5734535807454,-1.226785268474372,0.1560837887575286,-7.8597865815529735,3.847884982966324e-15,1.606250534501134e-14
YBL084C,545.1366385251467,-1.29945666825425,0.05748593579089173,-22.60477541813176,3.889495906513638e-113,3.277548550555492e-111
YBL086C,991.9844099405127,-1.594364751470667,0.08896800469254265,-17.92065312671115,8.136721290057941e-72,2.597175684503343e-70
YBL098W,421.9375116850616,2.154084718603933,0.07276288713317536,29.60416777664948,1.320642931684998e-192,3.6288970992387775e-190
YBL108C-A,4.835624746814984,-3.373649421571776,0.7324612116341068,-4.605908637872072,4.106686760326301e-6,9.125970578502891e-6
YBL113C,1405.98184246438,1.3022381700971313,0.10490944792957438,12.412973243089818,2.2224371385482145e-35,2.3527307731364686e-34
YBR002C,741.0910734895156,1.112939306951254,0.1098801119389623,10.128669213310273,4.122213290132234e-24,2.789334902958856e-23
YBR005W,2611.491725993204,-1.8007247428774802,0.1401648218473929,-12.847194603779066,8.918631402330415e-38,1.0323397520646195e-36
YBR018C,82.5400909880732,-3.514014004971905,0.23235740511083078,-15.12331403122606,1.1367482211048592e-51,2.0763724732319973e-50
YBR019C,23.931710519330114,-2.1750464527857503,0.31971541051392693,-6.803070422190376,1.024125532076302e-11,3.4723569542501225e-11
YBR025C,8701.763762192968,-1.0330006155906095,0.16297369893852484,-6.33844983772668,2.3208837670218493e-10,7.197245047879336e-10
YBR032W,59.616500643555476,4.181567712545034,0.3136554284454283,13.33172434881856,1.5135827093549712e-40,1.9522128006374323e-39
YBR033W,280.5283593680557,1.0186464386812715,0.11563736811546335,8.808972871677241,1.2629774452165947e-18,6.452722274671689e-18
YBR043C,1149.4963010165716,1.8354921759927847,0.13268614892881744,13.833336718344858,1.604038857962403e-43,2.247788377455075e-42
YBR062C,682.814634396706,-1.3718014421250262,0.08470943845835427,-16.194198274604847,5.5415251853372775e-59,1.2689289554830286e-57
YBR063C,415.81343145757853,-1.0255975863358462,0.06665562788359641,-15.386511520480932,2.0161276852982117e-53,3.849524764678157e-52
YBR065C,576.8194860495162,-1.0401660614504606,0.05441687891381052,-19.114768840343686,1.9026117662791165e-81,7.808121014859751e-80
YBR067C,4816.161840684932,-3.002220771057488,0.14058541787020962,-21.355136375731224,3.4935033145599144e-101,2.3998848856542023e-99
YBR069C,5.944643551480195,1.097084011376341,0.48486933080159894,2.2626384918233793,0.02365798329325384,0.03412105303819358
