gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	timepoint	regulation
YLR216C	11192.4355547545	2.48823606397657	0.0729748005031895	34.0971958377305	8.116929398147809e-255	2.99362502365439e-252	120	up
YEL039C	1140.28686278284	2.35033357392552	0.131817286730415	17.8302378407491	4.11666198923347e-71	1.69877079709557e-69	120	up
YPL240C	25815.4056756607	2.34949586498981	0.0807917828997509	29.080876552819	6.26567064118256e-186	1.2749559466764902e-183	120	up
YDR342C	711.831939561003	2.3237139220666	0.134200977207902	17.3151788490089	3.6139778524578206e-67	1.38481060437361e-65	120	up
YPR157W	395.58576397706	2.30090322647508	0.158170318088877	14.5469975294745	6.10231947648797e-48	1.4066323137013901e-46	120	up
YKL044W	166.561004149122	2.11009760250679	0.243708723939764	8.65827684949159	4.7894914725353894e-18	3.19714809722074e-17	120	up
YER103W	10756.7875429374	2.10335371477868	0.0833104945607492	25.2471639481738	1.21677194202516e-140	1.59559360664233e-138	120	up
YAL018C	43.7485800773338	2.09967225247086	0.428229842117294	4.90314323282438	9.43151605254866e-07	2.69126577495598e-06	120	up
YOL161C	13.6924536944046	4.64813552411413	1.15795692087763	4.01408328782322	5.96772729957091e-05	0.0001374928977915	200	up
YER011W	678.343051270059	4.42877432443152	0.17821143942547	24.8512347956411	2.50759896789568e-136	3.44357486172651e-134	200	up
YBR018C	95.7439822854313	4.35384593089992	0.416126894050235	10.4627842928468	1.28036940437476e-25	1.2394395627595001e-24	200	up
YCL064C	2695.29256477868	3.99627269580188	0.108621369286587	36.7908517637823	2.5857685395699e-296	1.90862040327004e-293	200	up
YER067W	2605.35014072067	3.83390719726422	0.113500494522134	33.7787708626817	4.0434341453252197e-250	1.9897065523454502e-247	200	up
YDL241W	719.918520964596	3.77420010945836	0.153600234647879	24.5715777590479	2.54357190238762e-133	2.8339230346413e-131	200	up
YFL020C	128.25364777367	3.74721652439525	0.317495511974248	11.802423603075	3.79229308866747e-32	4.6363334758967705e-31	200	up
YBR067C	5788.95923452501	3.4485805800414	0.122651202161322	28.1169733298294	6.07563093814671e-174	1.43506402759025e-171	200	up
YOL014W	160.425318903216	3.37038057891948	0.266141110283584	12.6638856181527	9.374209380441831e-37	1.41210985692625e-35	200	up
YEL039C	1343.78230521055	3.32089129713886	0.134667101413077	24.660004279385	2.87451852351405e-134	3.39480637627009e-132	200	up
YLR460C	695.808049508903	3.26606904389881	0.145388860414972	22.4643692410597	9.261759495853281e-112	8.16278952582293e-110	200	up
YIR041W	19.2086042449728	3.2371126168288	0.728617180466621	4.44281675427375	8.87887812070321e-06	2.26283018138768e-05	200	up
YGL138C	48.0507249825291	3.19816216134021	0.454292468368452	7.03987493525064	1.92412456375862e-12	8.848875038157839e-12	200	up
YIL011W	694.4757304515	3.11561260042708	0.149794513943127	20.7992437000063	4.39687188539247e-96	3.0545327627344196e-94	200	up
YJL218W	351.495250952803	2.90806887337039	0.181693556368935	16.0053495098387	1.17252930441599e-57	3.4618927712882098e-56	200	up
YPR157W	411.400766325883	2.81043294775273	0.167402072988885	16.7885193867302	2.96141035052165e-63	1.00500736320864e-61	200	up
YCR021C	1040.16416400098	2.76165727734711	0.125774068120143	21.9572867334553	7.377469407379909e-107	6.2234224072254804e-105	200	up
YER053C-A	635.15054611602	2.74490778993715	0.162935410849915	16.8466005984763	1.11121249183349e-63	3.85982927310398e-62	200	up
YLR216C	12201.9815443446	2.7098008391176	0.0857468793505092	31.6023260513154	3.43016566431655e-219	1.4467948748420898e-216	200	up
YER103W	12290.0028350164	2.6166193948392	0.0869377949385686	30.0976048068408	5.20795944897953e-199	1.61857897611706e-196	200	up
YDR542W	18.3470801593053	2.5956720111003	0.664158663692793	3.9082107228235	9.29821916681389e-05	0.0002096448422299	200	up
YPL240C	29733.7791797339	2.5123897172339	0.0944436614594445	26.6019940185479	6.43689292560613e-156	1.35749474020372e-153	200	up
YJR047C	95.3559741618377	2.47210902401175	0.306650248151997	8.06165668839244	7.52673367155939e-16	4.41364074782107e-15	200	up
YAL018C	45.6708692860921	2.33249311352588	0.417088035556573	5.59232803312936	2.24045016883865e-08	7.38685552595882e-08	200	up
YKL044W	199.34068649876	2.32398503930015	0.214118788903412	10.8537184018376	1.9147386690467998e-27	1.97321672612938e-26	200	up
YDR342C	861.059625229587	2.30991421947587	0.128071773717205	18.0360914230515	1.0147200864609999e-72	4.3107353313325096e-71	200	up
