N_unmapped	1870968	1870968	1870968
N_multimapping	5807372	5807372	5807372
N_noFeature	303334	6572900	6636947
N_ambiguous	103973	19274	18778
YAL068C	2	2	0
YAL067W-A	1	1	0
YAL067C	10491	5288	5203
YAL065C	28	19	20
YAL064W-B	59	29	41
YAL064C-A	159	80	79
YAL064W	10	7	3
YAL063C-A	13	4	9
YAL063C	644	313	331
YAL062W	1869	947	922
YAL061W	1061	546	515
YAL060W	5684	2878	2806
YAL059W	265	144	121
YAL058W	537	272	265
YAL056W	2361	1218	1143
YAL055W	540	262	278
YAL054C	498	216	282
YAL053W	7351	3675	3676
YAL051W	903	453	450
YAL049C	1422	739	683
YAL048C	513	245	268
YAL047C	331	159	172
YAL046C	399	214	190
YAL044W-A	437	202	243
YAL044C	4308	2128	2183
YAL043C	2696	1382	1314
YAL042W	7154	3500	3654
YAL041W	924	471	453
YAL040C	1488	764	724
YAL039C	5663	2873	2790
YAL038W	73702	37156	36565
YAL037C-A	18	18	19
YAL037W	99	53	46
YAL036C	1620	788	832
YAL035W	21033	10727	10306
YAL034W-A	374	180	195
YAL034C	1069	555	515
YAL033W	149	71	80
YAL032C	646	296	352
YAL031C	684	356	328
YAL030W	919	472	453
YAL029C	2577	1295	1288
YAL028W	516	257	259
YAL027W	343	176	167
YAL026C	1805	1066	1070
YNCA0001W	0	188	143
YAL025C	2043	1001	1042
YAL024C	705	341	364
YAL023C	6279	3166	3113
YAL022C	1467	717	750
YAL021C	3974	2011	1963
YAL020C	1800	914	886
YAL019W	2791	1410	1381
YAL018C	10	5	5
YAL017W	1967	1006	961
YAL016W	2275	1155	1121
YAL015C	1480	764	717
YAL014C	1560	808	752
YAL013W	3703	1888	1815
YAL012W	48066	24142	23924
YAL011W	1152	584	573
YAL010C	402	210	197
YAL009W	630	313	317
YAL008W	1040	505	535
YAL007C	1326	675	651
YNCA0002W	1	1	0
YAL005C	9987	4974	5013
YAL003W	9586	4924	4662
YNCA0003W	116	54	62
YAL002W	766	371	396
YAL001C	1733	881	853
YAR002W	1048	545	503
YAR002C-A	1539	808	731
YAR003W	1011	502	510
YAR007C	2465	1279	1187
YAR008W	616	319	297
YAR009C	353	181	172
YAR010C	0	0	0
YNCA0004W	6	5	1
YAR014C	2974	1528	1446
YAR015W	4582	2352	2268
YAR018C	397	204	231
YAR019C	425	210	215
YAR020C	46	21	25
YAR023C	157	82	75
YNCA0005W	6	2	4
YNCA0006C	1	0	1
YAR027W	943	460	483
YAR028W	215	103	112
YAR029W	39	15	24
YAR031W	88	41	47
YAR033W	176	78	98
YAR035W	820	427	395
YAR035C-A	2	3	1
YAR042W	2487	1250	1237
YAR050W	344	166	178
YAR061W	5	3	2
YAR064W	43	22	21
YAR066W	2	1	1
YAR068W	27	15	12
YAR071W	53	28	25
YBL113C	3012	1471	1541
YBL112C	0	0	0
YBL111C	37	20	17
YBL108C-A	1	0	1
YNCB0001W	2	1	1
YBL107C	494	247	247
YBL106C	521	274	247
YBL105C	1990	999	991
YBL104C	783	379	404
YBL103C	843	437	406
YBL102W	1201	604	597
YBL101C	2239	1098	1151
YBL100W-C	23	17	16
YBL100W-B	324	162	162
YBL100W-A	0	0	0
YNCB0002W	0	0	0
YBL099W	15564	7820	7744
YBL098W	807	392	415
YBL097W	726	383	343
YBL095W	685	366	320
YBL093C	2179	1111	1069
YBL092W	9902	4826	5077
YBL091C-A	553	292	262
YBL091C	5909	2932	2981
YBL090W	447	224	227
YBL089W	412	217	198
YBL088C	909	442	470
YBL087C	3615	1763	1852
YBL086C	552	278	274
YBL085W	1549	814	735
YBL084C	355	174	181
YBL082C	842	454	388
YBL081W	1008	493	515
YBL080C	446	215	231
YBL079W	1392	678	714
YBL078C	998	522	476
YBL076C	7855	3951	3904
YBL075C	1069	552	517
YBL074C	351	185	166
YNCB0003W	14	5	9
YBL072C	5545	2832	2713
YBL071C-B	32	15	17
YBL071W-A	165	218	188
YBL071C	89	151	179
YBL069W	735	363	372
YBL068W	546	282	264
YBL067C	1312	694	618
YBL066C	983	511	472
YBL064C	2571	1298	1273
YBL063W	712	382	336
YBL061C	2537	1311	1232
YBL060W	510	251	260
YBL059C-A	157	70	98
YBL059W	204	111	103
YBL058W	4456	2260	2220
YBL057C	753	401	377
YBL056W	3924	1880	2045
YBL055C	1030	542	488
YBL054W	1347	662	685
YBL052C	969	512	457
YBL051C	2926	1493	1433
YBL050W	2100	1044	1056
YBL049W	360	175	185
YBL048W	45	31	14
YBL047C	9173	4642	4531
YBL046W	1289	658	631
YBL045C	7241	3619	3622
YBL044W	89	36	53
YBL043W	838	442	396
YBL042C	1900	955	945
YBL041W	5072	2606	2468
YBL040C	1367	676	693
YBL039W-B	194	100	94
YBL039C	1864	929	935
YBL038W	868	425	443
YBL037W	1282	618	664
YBL036C	707	330	377
YBL035C	949	465	484
YBL034C	612	306	306
YBL033C	2327	1193	1134
YBL032W	2050	1024	1026
YBL031W	333	185	148
YBL030C	10930	5414	5516
YBL029C-A	605	304	301
YBL029W	757	373	384
YBL028C	618	328	290
YBL027W	8493	4199	4294
YBL026W	488	254	234
YBL025W	457	233	224
YBL024W	1671	857	814
YBL023C	1008	466	542
YBL022C	3863	1969	1894
YBL021C	572	277	297
